district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Mumbai Suburban,22,DISTRICT,Rural,Mumbai Suburban,,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai,23,DISTRICT,Total,Mumbai,,674339,3085411,1684608,1400803,272886,219934,25093,2509022,1284396,1209334,75062,1801015
Mumbai,23,DISTRICT,Urban,Mumbai,,674339,3085411,1684608,1400803,272886,219934,25093,2509022,1284396,1209334,75062,1801015
Mumbai,23,DISTRICT,Rural,Mumbai,,0,0,0,0,0,0,0,0,0,0,0,0
Raigarh,24,DISTRICT,Total,Raigarh,,611790,2634200,1344345,1289855,300815,134952,305125,1939994,1072969,858825,214144,1561231
Raigarh,24,DISTRICT,Urban,Raigarh,,230586,970195,507349,462846,112011,70614,34357,777103,358413,319547,38866,611782
Raigarh,24,DISTRICT,Rural,Raigarh,,381204,1664005,836996,827009,188804,64338,270768,1162891,714556,539278,175278,949449
Pune,25,DISTRICT,Total,Pune,,2151503,9429408,4924105,4505303,1104959,1180703,348876,7171723,4048993,3751221,297772,5380415
Pune,25,DISTRICT,Urban,Pune,,1371531,5751182,3020665,2730517,664857,819674,93487,4549501,2220406,2074451,145955,3530776
Pune,25,DISTRICT,Rural,Pune,,779972,3678226,1903440,1774786,440102,361029,255389,2622222,1828587,1676770,151817,1849639
Ahmadnagar,26,DISTRICT,Total,Ahmadnagar,,930024,4543159,2342825,2200334,556014,573698,378230,3151890,2204590,2039455,165135,2338569
Ahmadnagar,26,DISTRICT,Urban,Ahmadnagar,,190941,912617,469918,442699,105541,130396,23255,706743,328772,299378,29394,583845
Ahmadnagar,26,DISTRICT,Rural,Ahmadnagar,,739083,3630542,1872907,1757635,450473,443302,354975,2445147,1875818,1740077,135741,1754724
Bid,27,DISTRICT,Total,Bid,,535835,2585049,1349106,1235943,352890,351254,32722,1718507,1255548,1154708,100840,1329501
Bid,27,DISTRICT,Urban,Bid,,100247,514298,266128,248170,69262,72385,6041,382918,169159,149980,19179,345139
Bid,27,DISTRICT,Rural,Bid,,435588,2070751,1082978,987773,283628,278869,26681,1335589,1086389,1004728,81661,984362
Latur,28,DISTRICT,Total,Latur,,481572,2454196,1273140,1181056,317811,480913,57488,1650672,1046857,964177,82680,1407339
Latur,28,DISTRICT,Urban,Latur,,118163,624980,323433,301547,79476,111304,9341,455827,189490,169620,19870,435490
Latur,28,DISTRICT,Rural,Latur,,363409,1829216,949707,879509,238335,369609,48147,1194845,857367,794557,62810,971849
Osmanabad,29,DISTRICT,Total,Osmanabad,,351281,1657576,861535,796041,207096,265184,36039,1137810,773916,701894,72022,883660
Osmanabad,29,DISTRICT,Urban,Osmanabad,,54787,281057,145298,135759,35536,43859,6032,211788,90528,78748,11780,190529
Osmanabad,29,DISTRICT,Rural,Osmanabad,,296494,1376519,716237,660282,171560,221325,30007,926022,683388,623146,60242,693131
Solapur,30,DISTRICT,Total,Solapur,,873167,4317756,2227852,2089904,538453,649745,77592,2910676,1898395,1763175,135220,2419361
Solapur,30,DISTRICT,Urban,Solapur,,279607,1399091,709509,689582,162125,206564,27861,1027888,503272,465855,37417,895819
Solapur,30,DISTRICT,Rural,Solapur,,593560,2918665,1518343,1400322,376328,443181,49731,1882788,1395123,1297320,97803,1523542
Satara,31,DISTRICT,Total,Satara,,653735,3003741,1510842,1492899,317885,323236,29635,2225694,1354947,1184407,170540,1648794
Satara,31,DISTRICT,Urban,Satara,,125148,570378,291093,279285,59318,75661,7172,454944,200246,183068,17178,370132
Satara,31,DISTRICT,Rural,Satara,,528587,2433363,1219749,1213614,258567,247575,22463,1770750,1154701,1001339,153362,1278662
Ratnagiri,32,DISTRICT,Total,Ratnagiri,,397115,1615069,761121,853948,155560,66948,20374,1199392,714076,554973,159103,900993
Ratnagiri,32,DISTRICT,Urban,Ratnagiri,,61797,263723,130908,132815,26487,9424,1586,220035,85850,77689,8161,177873
Ratnagiri,32,DISTRICT,Rural,Ratnagiri,,335318,1351346,630213,721133,129073,57524,18788,979357,628226,477284,150942,723120
Sindhudurg,33,DISTRICT,Total,Sindhudurg,,209839,849651,417332,432319,71193,55586,6976,666067,347178,226538,120640,502473
Sindhudurg,33,DISTRICT,Urban,Sindhudurg,,26638,107006,54064,52942,9478,6877,957,89794,38215,31992,6223,68791
Sindhudurg,33,DISTRICT,Rural,Sindhudurg,,183201,742645,363268,379377,61715,48709,6019,576273,308963,194546,114417,433682
Kolhapur,34,DISTRICT,Total,Kolhapur,,840240,3876001,1980658,1895343,408942,504461,30206,2825845,1704054,1508563,195491,2171947
Kolhapur,34,DISTRICT,Urban,Kolhapur,,271721,1230009,631843,598166,128986,148820,7888,971976,436797,406585,30212,793212
Kolhapur,34,DISTRICT,Rural,Kolhapur,,568519,2645992,1348815,1297177,279956,355641,22318,1853869,1267257,1101978,165279,1378735
Sangli,35,DISTRICT,Total,Sangli,,598386,2822143,1435728,1386415,306777,353093,18333,2049467,1215104,1074948,140156,1607039
Sangli,35,DISTRICT,Urban,Sangli,,155950,719357,364604,354753,76494,100743,5513,554373,251113,229118,21995,468244
Sangli,35,DISTRICT,Rural,Sangli,,442436,2102786,1071124,1031662,230283,252350,12820,1495094,963991,845830,118161,1138795
