district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Amravati,07,DISTRICT,Rural,Amravati,,357018,1707581,880387,827194,245652,318152,322622,1157564,816174,656297,159877,891407
Wardha,08,DISTRICT,Total,Wardha,,270502,1236736,638990,597746,155612,158630,154415,865556,550351,431330,119021,686385
Wardha,08,DISTRICT,Urban,Wardha,,67539,325041,168380,156661,37173,46485,21649,255163,100438,84293,16145,224603
Wardha,08,DISTRICT,Rural,Wardha,,202963,911695,470610,441085,118439,112145,132766,610393,449913,347037,102876,461782
Nagpur,09,DISTRICT,Total,Nagpur,,838599,4067637,2105314,1962323,525850,696461,444441,2976205,1538349,1283079,255270,2529288
Nagpur,09,DISTRICT,Urban,Nagpur,,524240,2613751,1353798,1259953,323663,455295,226689,2030222,811048,723073,87975,1802703
Nagpur,09,DISTRICT,Rural,Nagpur,,314359,1453886,751516,702370,202187,241166,217752,945983,727301,560006,167295,726585
Bhandara,10,DISTRICT,Total,Bhandara,,244531,1136146,573445,562701,154051,201949,97718,770662,536885,365464,171421,599261
Bhandara,10,DISTRICT,Urban,Bhandara,,36099,175728,89677,86051,20348,32005,12978,138003,55270,46124,9146,120458
Bhandara,10,DISTRICT,Rural,Bhandara,,208432,960418,483768,476650,133703,169944,84740,632659,481615,319340,162275,478803
Gondiya,11,DISTRICT,Total,Gondiya,,249720,1200707,598834,601873,171191,167699,196455,808414,579596,391890,187706,621111
Gondiya,11,DISTRICT,Urban,Gondiya,,27702,143431,72812,70619,17283,28362,6097,112371,45835,40478,5357,97596
Gondiya,11,DISTRICT,Rural,Gondiya,,222018,1057276,526022,531254,153908,139337,190358,696043,533761,351412,182349,523515
Gadchiroli,12,DISTRICT,Total,Gadchiroli,,210362,970294,491101,479193,154744,108824,371696,490121,497104,336959,160145,473190
Gadchiroli,12,DISTRICT,Urban,Gadchiroli,,14979,67261,34454,32807,9173,11077,7150,48197,24325,17924,6401,42936
Gadchiroli,12,DISTRICT,Rural,Gadchiroli,,195383,903033,456647,446386,145571,97747,364546,441924,472779,319035,153744,430254
Chandrapur,13,DISTRICT,Total,Chandrapur,,462632,2071101,1062993,1008108,279490,296927,375256,1311008,930791,683029,247762,1140310
Chandrapur,13,DISTRICT,Urban,Chandrapur,,143757,665067,346532,318535,84149,122423,56289,491971,201621,173327,28294,463446
Chandrapur,13,DISTRICT,Rural,Chandrapur,,318875,1406034,716461,689573,195341,174504,318967,819037,729170,509702,219468,676864
Yavatmal,14,DISTRICT,Total,Yavatmal,,518214,2458271,1265681,1192590,369402,252802,473370,1537777,1118937,949453,169484,1339334
Yavatmal,14,DISTRICT,Urban,Yavatmal,,91226,457211,236141,221070,60077,51914,31971,343075,140654,130741,9913,316557
Yavatmal,14,DISTRICT,Rural,Yavatmal,,426988,2001060,1029540,971520,309325,200888,441399,1194702,978283,818712,159571,1022777
Nanded,15,DISTRICT,Total,Nanded,,527875,2876259,1481358,1394901,477303,498196,253596,1625685,1202037,965087,236950,1674222
Nanded,15,DISTRICT,Urban,Nanded,,117228,689064,357890,331174,107961,92150,30750,452082,191542,169712,21830,497522
Nanded,15,DISTRICT,Rural,Nanded,,410647,2187195,1123468,1063727,369342,406046,222846,1173603,1010495,795375,215120,1176700
Hingoli,16,DISTRICT,Total,Hingoli,,180695,987160,505373,481787,167098,100697,86898,543309,459978,412838,47140,527182
Hingoli,16,DISTRICT,Urban,Hingoli,,26065,154030,79533,74497,24857,13908,4845,99353,43926,39793,4133,110104
Hingoli,16,DISTRICT,Rural,Hingoli,,154630,833130,425840,407290,142241,86789,82053,443956,416052,373045,43007,417078
Parbhani,17,DISTRICT,Total,Parbhani,,278702,1527715,780191,747524,252435,152463,35210,842536,644752,559917,84835,882963
Parbhani,17,DISTRICT,Urban,Parbhani,,82532,485186,250462,234724,76031,43563,8249,310375,133794,121775,12019,351392
Parbhani,17,DISTRICT,Rural,Parbhani,,196170,1042529,529729,512800,176404,108900,26961,532161,510958,438142,72816,531571
Jalna,18,DISTRICT,Total,Jalna,,303886,1612980,826903,786077,261386,181017,32103,870399,716900,611998,104902,896080
Jalna,18,DISTRICT,Urban,Jalna,,52979,307865,159462,148403,48693,27848,5520,200686,89626,78945,10681,218239
Jalna,18,DISTRICT,Rural,Jalna,,250907,1305115,667441,637674,212693,153169,26583,669713,627274,533053,94221,677841
Aurangabad,19,DISTRICT,Total,Aurangabad,,549898,2897013,1505363,1391650,467934,376181,100416,1771659,1176857,1025531,151326,1720156
Aurangabad,19,DISTRICT,Urban,Aurangabad,,205163,1087150,570550,516600,168794,173278,14200,759047,314156,294497,19659,772994
Aurangabad,19,DISTRICT,Rural,Aurangabad,,344735,1809863,934813,875050,299140,202903,86216,1012612,862701,731034,131667,947162
Nashik,20,DISTRICT,Total,Nashik,,915137,4993796,2590912,2402884,789398,426516,1194271,3126188,2185573,1911340,274233,2808223
Nashik,20,DISTRICT,Urban,Nashik,,367110,1937556,1019691,917865,284269,213713,108212,1398385,624825,581651,43174,1312731
Nashik,20,DISTRICT,Rural,Nashik,,548027,3056240,1571221,1485019,505129,212803,1086059,1727803,1560748,1329689,231059,1495492
Thane,21,DISTRICT,Total,Thane,,1755124,8131849,4377747,3754102,1144896,339720,1199290,5635799,3179981,2782004,397977,4951868
Thane,21,DISTRICT,Urban,Thane,,1309208,5902473,3229624,2672849,772875,294613,151580,4438792,2109098,1986568,122530,3793375
Thane,21,DISTRICT,Rural,Thane,,445916,2229376,1148123,1081253,372021,45107,1047710,1197007,1070883,795436,275447,1158493
Mumbai Suburban,22,DISTRICT,Total,Mumbai Suburban,,1838426,8640419,4741720,3898699,1024700,401569,70454,6617264,3152509,2971039,181470,5487910
Mumbai Suburban,22,DISTRICT,Urban,Mumbai Suburban,,1838426,8640419,4741720,3898699,1024700,401569,70454,6617264,3152509,2971039,181470,5487910
Mumbai Suburban,22,DISTRICT,Rural,Mumbai Suburban,,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai,23,DISTRICT,Total,Mumbai,,677163,3338031,1878246,1459785,339723,183469,20666,2590613,1311739,1250710,61029,2026292
Mumbai,23,DISTRICT,Urban,Mumbai,,677163,3338031,1878246,1459785,339723,183469,20666,2590613,1311739,1250710,61029,2026292
Mumbai,23,DISTRICT,Rural,Mumbai,,0,0,0,0,0,0,0,0,0,0,0,0
Raigarh,24,DISTRICT,Total,Raigarh,,478933,2207929,1117628,1090301,314767,53667,269124,1458324,913995,664689,249306,1293934
Raigarh,24,DISTRICT,Urban,Raigarh,,118535,534835,283663,251172,71683,21249,24855,403204,182661,162709,19952,352174
Raigarh,24,DISTRICT,Rural,Raigarh,,360398,1673094,833965,839129,243084,32418,244269,1055120,731334,501980,229354,941760
Pune,25,DISTRICT,Total,Pune,,1517041,7232555,3769128,3463427,968851,761857,261722,5039290,2954482,2645429,309053,4278073
Pune,25,DISTRICT,Urban,Pune,,920536,4200837,2211665,1989172,528090,518167,57884,3162470,1438597,1346674,91923,2762240
Pune,25,DISTRICT,Rural,Pune,,596505,3031718,1557463,1474255,440761,243690,203838,1876820,1515885,1298755,217130,1515833
Ahmadnagar,26,DISTRICT,Total,Ahmadnagar,,776787,4040642,2083053,1957589,589706,484685,303255,2598597,1857046,1611061,245985,2183596
Ahmadnagar,26,DISTRICT,Urban,Ahmadnagar,,156263,803697,421242,382455,105394,105423,14623,591318,271663,246022,25641,532034
Ahmadnagar,26,DISTRICT,Rural,Ahmadnagar,,620524,3236945,1661811,1575134,484312,379262,288632,2007279,1585383,1365039,220344,1651562
Bid,27,DISTRICT,Total,Bid,,414973,2161250,1116356,1044894,335283,281240,24193,1241434,957584,830658,126926,1203666
Bid,27,DISTRICT,Urban,Bid,,69121,387070,201285,185785,56989,47376,5111,264148,105413,95710,9703,281657
Bid,27,DISTRICT,Rural,Bid,,345852,1774180,915071,859109,278294,233864,19082,977286,852171,734948,117223,922009
Latur,28,DISTRICT,Total,Latur,,381600,2080285,1075257,1005028,326777,404251,47836,1254534,840518,712849,127669,1239767
Latur,28,DISTRICT,Urban,Latur,,84873,490261,255844,234417,74751,78953,7182,332635,131622,121654,9968,358639
Latur,28,DISTRICT,Rural,Latur,,296727,1590024,819413,770611,252026,325298,40654,921899,708896,591195,117701,881128
Osmanabad,29,DISTRICT,Total,Osmanabad,,295750,1486586,769368,717218,223183,245790,27857,872022,653522,555202,98320,833064
Osmanabad,29,DISTRICT,Urban,Osmanabad,,42359,233256,121092,112164,34447,33124,4417,158260,66765,58885,7880,166491
Osmanabad,29,DISTRICT,Rural,Osmanabad,,253391,1253330,648276,605054,188736,212666,23440,713762,586757,496317,90440,666573
Solapur,30,DISTRICT,Total,Solapur,,735092,3849543,1989623,1859920,569609,578123,68989,2336825,1743041,1485967,257074,2106502
Solapur,30,DISTRICT,Urban,Solapur,,228533,1225284,626233,599051,166766,166254,25956,820503,414858,382733,32125,810426
Solapur,30,DISTRICT,Rural,Solapur,,506559,2624259,1363390,1260869,402843,411869,43033,1516322,1328183,1103234,224949,1296076
Satara,31,DISTRICT,Total,Satara,,570606,2808994,1408326,1400668,368531,246110,21896,1908947,1303658,1044989,258669,1505336
Satara,31,DISTRICT,Urban,Satara,,80847,398121,206509,191612,46978,44093,3223,303526,128587,116471,12116,269534
Satara,31,DISTRICT,Rural,Satara,,489759,2410873,1201817,1209056,321553,202017,18673,1605421,1175071,928518,246553,1235802
Ratnagiri,32,DISTRICT,Total,Ratnagiri,,377366,1696777,794498,902279,236601,24515,20102,1095833,763387,557613,205774,933390
Ratnagiri,32,DISTRICT,Urban,Ratnagiri,,41326,192209,98863,93346,23180,4615,1263,149177,65068,58791,6277,127141
Ratnagiri,32,DISTRICT,Rural,Ratnagiri,,336040,1504568,695635,808933,213421,19900,18839,946656,698319,498822,199497,806249
Sindhudurg,33,DISTRICT,Total,Sindhudurg,,192666,868825,417890,450935,105518,38536,4952,612919,404985,233827,171158,463840
Sindhudurg,33,DISTRICT,Urban,Sindhudurg,,18848,82319,41618,40701,9156,3337,356,65641,29086,23343,5743,53233
Sindhudurg,33,DISTRICT,Rural,Sindhudurg,,173818,786506,376272,410234,96362,35199,4596,547278,375899,210484,165415,410607
Kolhapur,34,DISTRICT,Total,Kolhapur,,712349,3523162,1807470,1715692,449883,449641,21387,2364307,1652970,1394882,258088,1870192
Kolhapur,34,DISTRICT,Urban,Kolhapur,,215308,1050353,547231,503122,124005,118867,5003,795480,349103,327964,21139,701250
Kolhapur,34,DISTRICT,Rural,Kolhapur,,497041,2472809,1260239,1212570,325878,330774,16384,1568827,1303867,1066918,236949,1168942
Sangli,35,DISTRICT,Total,Sangli,,506593,2583524,1320088,1263436,341643,313474,17855,1717836,1218655,952241,266414,1364869
Sangli,35,DISTRICT,Urban,Sangli,,126564,633218,325933,307285,78033,82179,4001,467342,215268,191665,23603,417950
Sangli,35,DISTRICT,Rural,Sangli,,380029,1950306,994155,956151,263610,231295,13854,1250494,1003387,760576,242811,946919
